vzs,naziv,horizont,model,izvor,cilj,y_true,y_pred,opazovan,mase_scale
1010P,Dermatološki pregled - prvi,4,naivni,2026-04-15,2026-05-13,30346.0,29864.0,True,229.31132075471697
1010P,Dermatološki pregled - prvi,4,lin,2026-04-15,2026-05-13,30346.0,32238.537064793578,True,229.31132075471697
1010P,Dermatološki pregled - prvi,4,ar1,2026-04-15,2026-05-13,30346.0,29891.797135174926,True,229.31132075471697
1010P,Dermatološki pregled - prvi,4,naivni,2026-04-22,2026-05-20,30447.0,30014.0,True,228.57009345794393
1010P,Dermatološki pregled - prvi,4,lin,2026-04-22,2026-05-20,30447.0,32213.135756952186,True,228.57009345794393
1010P,Dermatološki pregled - prvi,4,ar1,2026-04-22,2026-05-20,30447.0,30013.55715515742,True,228.57009345794393
1010P,Dermatološki pregled - prvi,4,naivni,2026-04-29,2026-05-27,30870.0,30164.0,True,227.84259259259258
1010P,Dermatološki pregled - prvi,4,lin,2026-04-29,2026-05-27,30870.0,32194.021051493528,True,227.84259259259258
1010P,Dermatološki pregled - prvi,4,ar1,2026-04-29,2026-05-27,30870.0,30136.002721321278,True,227.84259259259258
1010P,Dermatološki pregled - prvi,4,naivni,2026-05-06,2026-06-03,30293.0,30026.0,True,227.0183486238532
1010P,Dermatološki pregled - prvi,4,lin,2026-05-06,2026-06-03,30293.0,32170.036503392475,True,227.0183486238532
1010P,Dermatološki pregled - prvi,4,ar1,2026-05-06,2026-06-03,30293.0,30023.569010276093,True,227.0183486238532
1010P,Dermatološki pregled - prvi,4,naivni,2026-05-13,2026-06-10,30180.5,30346.0,False,227.86363636363637
1010P,Dermatološki pregled - prvi,4,lin,2026-05-13,2026-06-10,30180.5,32158.55813297063,False,227.86363636363637
1010P,Dermatološki pregled - prvi,4,ar1,2026-05-13,2026-06-10,30180.5,30284.937610393692,False,227.86363636363637
1010P,Dermatološki pregled - prvi,4,naivni,2026-05-20,2026-06-17,30068.0,30447.0,True,226.72072072072072
1010P,Dermatološki pregled - prvi,4,lin,2026-05-20,2026-06-17,30068.0,32150.94104423639,True,226.72072072072072
1010P,Dermatološki pregled - prvi,4,ar1,2026-05-20,2026-06-17,30068.0,30368.762153344243,True,226.72072072072072
1010P,Dermatološki pregled - prvi,4,naivni,2026-05-27,2026-06-24,29952.0,30870.0,True,228.47321428571428
1010P,Dermatološki pregled - prvi,4,lin,2026-05-27,2026-06-24,29952.0,32158.879399827005,True,228.47321428571428
1010P,Dermatološki pregled - prvi,4,ar1,2026-05-27,2026-06-24,29952.0,30720.19980692536,True,228.47321428571428
1010P,Dermatološki pregled - prvi,4,naivni,2026-06-03,2026-07-01,29643.0,30293.0,True,231.55752212389382
1010P,Dermatološki pregled - prvi,4,lin,2026-06-03,2026-07-01,29643.0,32145.284543987895,True,231.55752212389382
1010P,Dermatološki pregled - prvi,4,ar1,2026-06-03,2026-07-01,29643.0,30243.141214367533,True,231.55752212389382
1010P,Dermatološki pregled - prvi,4,naivni,2026-06-10,2026-07-08,29577.0,30180.5,True,230.51315789473685
1010P,Dermatološki pregled - prvi,4,lin,2026-06-10,2026-07-08,29577.0,32127.809284831255,True,230.51315789473685
1010P,Dermatološki pregled - prvi,4,ar1,2026-06-10,2026-07-08,29577.0,30151.85109353933,True,230.51315789473685
1010P,Dermatološki pregled - prvi,4,naivni,2026-06-17,2026-07-15,29233.0,30068.0,True,229.48695652173913
1010P,Dermatološki pregled - prvi,4,lin,2026-06-17,2026-07-15,29233.0,32106.612470687734,True,229.48695652173913
1010P,Dermatološki pregled - prvi,4,ar1,2026-06-17,2026-07-15,29233.0,30060.646466723883,True,229.48695652173913
1018P,Kardiološki pregled - prvi,1,naivni,2025-03-26,2025-04-02,16969.0,16908.0,True,179.3921568627451
1018P,Kardiološki pregled - prvi,1,lin,2025-03-26,2025-04-02,16969.0,15740.8371040724,True,179.3921568627451
1018P,Kardiološki pregled - prvi,1,ar1,2025-03-26,2025-04-02,16969.0,16888.36172106021,True,179.3921568627451
1018P,Kardiološki pregled - prvi,1,naivni,2025-04-02,2025-04-09,17276.0,16969.0,True,177.1153846153846
1018P,Kardiološki pregled - prvi,1,lin,2025-04-02,2025-04-09,17276.0,15764.883164005809,True,177.1153846153846
1018P,Kardiološki pregled - prvi,1,ar1,2025-04-02,2025-04-09,17276.0,16949.1630249669,True,177.1153846153846
1018P,Kardiološki pregled - prvi,1,naivni,2025-04-09,2025-04-16,17261.0,17276.0,True,179.56603773584905
1018P,Kardiološki pregled - prvi,1,lin,2025-04-09,2025-04-16,17261.0,15810.747030048919,True,179.56603773584905
